,date,low,high,open,close,volume
47,2024-06-16 17:00:00,66481.51,66630.0,66552.99,66539.62,97.58524713
48,2024-06-16 18:00:00,66523.43,66630.0,66539.53,66542.05,58.73846657
49,2024-06-16 19:00:00,66461.86,66600.0,66542.05,66500.59,50.21632414
50,2024-06-16 20:00:00,66401.94,66560.26,66500.79,66463.24,66.11383804
51,2024-06-16 21:00:00,66401.15,66489.93,66465.04,66466.63,61.80856021
52,2024-06-16 22:00:00,66468.99,66931.18,66468.99,66703.59,451.17828553
53,2024-06-16 23:00:00,66575.09,66776.47,66704.69,66628.75,95.06594213
54,2024-06-17 00:00:00,66491.49,66871.74,66629.38,66534.45,278.69773886
55,2024-06-17 01:00:00,66240.12,66575.18,66534.46,66418.71,211.27755679
56,2024-06-17 02:00:00,66163.66,66431.3,66410.76,66308.81,134.66248385
57,2024-06-17 03:00:00,66104.55,66395.67,66298.52,66182.77,141.56969367
58,2024-06-17 04:00:00,66125.76,66408.21,66182.77,66405.21,93.87923329
59,2024-06-17 05:00:00,66251.03,66522.82,66407.28,66314.07,118.8141857
60,2024-06-17 06:00:00,66047.5,66359.85,66314.07,66099.11,188.23978338
61,2024-06-17 07:00:00,65901.0,66332.86,66095.39,66139.72,225.64419362
62,2024-06-17 08:00:00,65922.94,66277.85,66139.67,66151.48,253.34194167
63,2024-06-17 09:00:00,65594.58,66197.12,66151.06,65664.84,258.41892209
64,2024-06-17 10:00:00,65502.74,65898.39,65660.65,65821.63,264.26398492
65,2024-06-17 11:00:00,65729.81,65990.27,65822.04,65751.73,115.68038571
66,2024-06-17 12:00:00,65450.0,65775.61,65752.05,65543.46,377.91469183
67,2024-06-17 13:00:00,65108.71,65752.24,65543.47,65124.58,952.659195
68,2024-06-17 14:00:00,65050.0,65724.99,65124.58,65405.79,815.25419393
69,2024-06-17 15:00:00,65204.09,65674.73,65405.79,65341.88,637.90873734
70,2024-06-17 16:00:00,65137.73,66034.31,65341.87,65861.0,1376.54875574
71,2024-06-17 17:00:00,65857.97,66565.59,65861.0,66561.46,1290.38840396
72,2024-06-17 18:00:00,66499.0,67274.96,66561.45,67069.99,2058.50010016
73,2024-06-17 19:00:00,66515.33,67087.96,67069.99,66657.94,2718.63772708
74,2024-06-17 20:00:00,66129.51,66734.65,66652.91,66376.7,983.21199153
75,2024-06-17 21:00:00,66297.02,66706.12,66378.67,66546.8,415.05322483
76,2024-06-17 22:00:00,66451.2,66687.29,66551.21,66629.92,306.78969486
77,2024-06-17 23:00:00,66360.1,66696.64,66629.91,66481.81,270.28378922
78,2024-06-18 00:00:00,65449.65,66574.33,66481.81,65738.01,547.48438037
79,2024-06-18 01:00:00,64584.21,65945.23,65734.18,65123.4,1310.48500074
80,2024-06-18 02:00:00,64555.0,65644.89,65123.43,65463.51,931.58258927
81,2024-06-18 03:00:00,65257.75,65581.02,65463.51,65503.67,500.3663147
82,2024-06-18 04:00:00,65343.9,65763.61,65501.8,65574.57,471.89525581
83,2024-06-18 05:00:00,65550.28,65849.19,65574.56,65593.56,465.45759963
84,2024-06-18 06:00:00,65386.0,65732.59,65599.24,65501.0,522.92849621
85,2024-06-18 07:00:00,65494.93,65802.25,65503.54,65669.26,358.8239609
86,2024-06-18 08:00:00,65600.0,65771.68,65669.27,65743.67,283.33233309
87,2024-06-18 09:00:00,65460.51,65752.88,65743.17,65482.94,399.00504581
88,2024-06-18 10:00:00,65355.57,65612.07,65483.74,65445.87,372.5901304
89,2024-06-18 11:00:00,65103.14,65489.47,65439.44,65353.53,434.62752821
90,2024-06-18 12:00:00,64995.81,65426.03,65354.01,65220.81,689.5517955
91,2024-06-18 13:00:00,64600.01,65254.82,65220.81,64814.72,1107.18766306
92,2024-06-18 14:00:00,64298.64,65381.22,64814.57,64613.24,1420.50448575
93,2024-06-18 15:00:00,64237.0,64908.49,64614.71,64669.49,944.29317871
94,2024-06-18 16:00:00,64302.01,64834.52,64674.52,64659.79,640.66086793
95,2024-06-18 17:00:00,64363.51,64875.27,64659.78,64584.72,636.07414011
96,2024-06-18 18:00:00,64290.01,64846.24,64581.33,64657.77,424.8043991
97,2024-06-18 19:00:00,64010.01,64724.25,64657.76,64366.1,1645.94974728
98,2024-06-18 20:00:00,64141.31,65018.33,64365.25,64892.51,616.24149438
99,2024-06-18 21:00:00,64750.01,65277.4,64890.39,65190.8,510.30732448
100,2024-06-18 22:00:00,65016.4,65275.68,65190.79,65253.18,385.0763221
101,2024-06-18 23:00:00,65035.33,65266.88,65253.18,65152.8,318.50171129
102,2024-06-19 00:00:00,64845.11,65204.08,65150.9,65112.86,268.2613703
103,2024-06-19 01:00:00,64778.92,65477.46,65111.67,65009.05,454.62075295
104,2024-06-19 02:00:00,64972.89,65469.63,65010.11,65306.5,217.61382618
105,2024-06-19 03:00:00,65257.64,65587.44,65302.71,65384.22,355.75786891
106,2024-06-19 04:00:00,65330.81,65709.26,65384.23,65434.9,300.52685834
107,2024-06-19 05:00:00,65326.19,65547.56,65435.89,65406.53,200.52091289
108,2024-06-19 06:00:00,65388.51,65597.51,65406.46,65587.85,159.34432096
109,2024-06-19 07:00:00,65166.63,65646.31,65588.99,65310.14,230.68133903
110,2024-06-19 08:00:00,65078.05,65341.69,65308.61,65169.48,142.35096564
111,2024-06-19 09:00:00,65035.28,65277.56,65167.62,65271.06,154.00030292
112,2024-06-19 10:00:00,65096.93,65492.95,65270.66,65490.18,145.29760656
113,2024-06-19 11:00:00,64977.0,65504.98,65489.78,65183.48,243.11733498
114,2024-06-19 12:00:00,65005.02,65286.0,65183.48,65161.11,168.29012924
115,2024-06-19 13:00:00,65025.44,65217.69,65161.1,65063.19,147.52470156
116,2024-06-19 14:00:00,64803.3,65127.48,65063.19,64918.36,239.72981678
117,2024-06-19 15:00:00,64717.15,65092.91,64915.69,64896.61,343.1076014
118,2024-06-19 16:00:00,64773.5,65065.5,64893.72,64901.13,146.98693955
119,2024-06-19 17:00:00,64863.46,65258.43,64901.1,65057.72,156.9769169
120,2024-06-19 18:00:00,64932.25,65134.37,65055.72,64946.3,121.50665704
121,2024-06-19 19:00:00,64760.32,64966.4,64946.3,64858.42,162.98297432
122,2024-06-19 20:00:00,64635.48,64915.81,64858.44,64862.66,209.04457679
123,2024-06-19 21:00:00,64814.88,65070.42,64862.66,64980.87,135.08876942
124,2024-06-19 22:00:00,64792.67,65030.59,64980.86,64805.01,132.66634484
125,2024-06-19 23:00:00,64769.15,64975.22,64805.0,64943.79,122.38472579
126,2024-06-20 00:00:00,64803.09,65079.61,64945.67,65064.96,176.12849334
127,2024-06-20 01:00:00,65001.93,65377.94,65064.97,65148.15,227.77183892
128,2024-06-20 02:00:00,64944.89,65216.7,65144.99,65184.93,130.42227526
129,2024-06-20 03:00:00,65067.17,65223.81,65184.92,65167.42,124.45587362
130,2024-06-20 04:00:00,65056.38,65315.89,65166.78,65265.03,254.72649399
131,2024-06-20 05:00:00,65212.3,65581.79,65265.03,65474.39,424.67098926
132,2024-06-20 06:00:00,65359.84,65610.43,65475.72,65437.42,237.35950917
133,2024-06-20 07:00:00,65437.41,65947.05,65437.41,65838.66,453.60512049
134,2024-06-20 08:00:00,65571.83,65895.2,65835.07,65661.28,232.56029963
135,2024-06-20 09:00:00,65546.22,65732.46,65663.18,65694.92,241.66685537
136,2024-06-20 10:00:00,65624.77,66263.89,65694.92,66185.0,497.62699253
137,2024-06-20 11:00:00,66076.69,66455.52,66187.95,66139.64,687.00124918
138,2024-06-20 12:00:00,65831.38,66268.82,66139.64,65964.11,417.85178078
139,2024-06-20 13:00:00,65105.0,65976.78,65961.97,65115.99,910.5120525
140,2024-06-20 14:00:00,64610.56,65163.71,65115.99,64924.52,844.90971857
141,2024-06-20 15:00:00,64744.01,65083.11,64924.27,64776.2,520.36831633
142,2024-06-20 16:00:00,64500.0,64904.24,64775.61,64840.84,790.36524504
143,2024-06-20 17:00:00,64630.77,64978.42,64840.72,64924.9,278.89328964
144,2024-06-20 18:00:00,64878.35,65162.74,64924.91,65059.14,283.50541634
145,2024-06-20 19:00:00,64769.46,65067.35,65059.14,65010.87,893.23216836
146,2024-06-20 20:00:00,64944.69,65145.55,65007.28,65059.92,242.78619028
147,2024-06-20 21:00:00,64971.71,65150.4,65063.91,65000.64,158.85459538
148,2024-06-20 22:00:00,64929.02,65111.04,64997.34,64962.44,163.40039615
149,2024-06-20 23:00:00,64819.75,65026.48,64962.45,64840.88,154.03291886
150,2024-06-21 00:00:00,64599.0,64911.97,64840.89,64796.58,215.28471031
151,2024-06-21 01:00:00,64618.4,64963.41,64800.64,64918.87,249.03200629
152,2024-06-21 02:00:00,64682.46,65017.1,64918.86,64751.39,204.31497973
153,2024-06-21 03:00:00,64311.1,64801.73,64751.38,64466.54,241.95549085
154,2024-06-21 04:00:00,64281.45,64640.42,64468.07,64631.26,197.82446331
155,2024-06-21 05:00:00,64457.4,64645.35,64631.25,64620.53,79.99830964
156,2024-06-21 06:00:00,64515.83,64698.98,64618.82,64590.88,91.08884902
157,2024-06-21 07:00:00,64154.83,64706.26,64590.88,64169.96,200.18703167
158,2024-06-21 08:00:00,63482.33,64337.26,64170.95,63597.06,701.79295248
159,2024-06-21 09:00:00,63507.88,64244.72,63594.36,64047.4,574.33364222
160,2024-06-21 10:00:00,63757.94,64121.3,64047.19,63851.69,207.23752745
161,2024-06-21 11:00:00,63610.26,64018.53,63851.69,63716.11,294.19131747
162,2024-06-21 12:00:00,63459.01,63885.38,63716.12,63783.78,347.10087606
163,2024-06-21 13:00:00,63300.93,63822.87,63781.94,63563.11,858.34305408
164,2024-06-21 14:00:00,63389.46,64328.05,63563.04,64174.94,1077.7909672
165,2024-06-21 15:00:00,63380.56,64307.84,64175.06,63685.68,1062.22022818
166,2024-06-21 16:00:00,63517.1,63788.79,63686.23,63609.01,492.17830014
167,2024-06-21 17:00:00,63372.95,63841.44,63609.01,63606.7,582.13164227
168,2024-06-21 18:00:00,63584.38,64131.89,63609.18,64113.89,261.64533904
169,2024-06-21 19:00:00,63876.47,64219.52,64111.91,64193.28,1111.10183067
170,2024-06-21 20:00:00,64061.14,64420.0,64186.43,64170.93,408.00881173
171,2024-06-21 21:00:00,63800.79,64178.53,64170.94,64057.13,156.54892806
172,2024-06-21 22:00:00,64049.04,64177.26,64057.13,64124.77,113.28365972
173,2024-06-21 23:00:00,64034.34,64196.34,64124.81,64120.28,89.20108177
174,2024-06-22 00:00:00,63910.01,64159.72,64120.28,64027.86,96.32877948
175,2024-06-22 01:00:00,64012.83,64193.59,64023.63,64121.78,62.79062922
176,2024-06-22 02:00:00,64121.78,64307.5,64121.78,64268.63,127.31365097
177,2024-06-22 03:00:00,64220.44,64297.88,64269.26,64289.0,63.39696337
178,2024-06-22 04:00:00,64207.75,64338.78,64288.99,64320.12,60.44532146
179,2024-06-22 05:00:00,64221.05,64448.4,64320.11,64396.66,529.88985035
180,2024-06-22 06:00:00,64320.39,64523.91,64396.66,64388.92,334.42012969
181,2024-06-22 07:00:00,64280.26,64501.28,64388.92,64476.76,139.82258369
182,2024-06-22 08:00:00,64239.14,64498.19,64476.75,64261.04,98.90831247
183,2024-06-22 09:00:00,64177.71,64312.35,64261.03,64296.39,58.26961433
184,2024-06-22 10:00:00,64233.34,64341.08,64296.86,64274.76,57.9443396
185,2024-06-22 11:00:00,64201.0,64284.48,64276.67,64228.22,56.08659089
186,2024-06-22 12:00:00,64222.7,64313.26,64228.22,64262.55,63.62217554
187,2024-06-22 13:00:00,64218.01,64275.88,64264.0,64255.43,53.949246
188,2024-06-22 14:00:00,64220.0,64370.39,64255.42,64255.28,58.32925405
189,2024-06-22 15:00:00,64220.84,64281.9,64255.29,64279.86,61.1500421
190,2024-06-22 16:00:00,64233.69,64340.27,64279.87,64291.57,71.60426783
191,2024-06-22 17:00:00,64225.77,64325.42,64291.58,64227.77,40.64650989
192,2024-06-22 18:00:00,64223.54,64303.43,64232.74,64245.22,39.83533815
193,2024-06-22 19:00:00,64201.44,64281.96,64245.22,64276.84,57.18725973
194,2024-06-22 20:00:00,64220.14,64286.36,64276.84,64258.03,39.06420114
195,2024-06-22 21:00:00,64238.01,64307.02,64258.02,64294.47,48.46874189
196,2024-06-22 22:00:00,64244.99,64307.02,64294.47,64288.82,43.11582757
197,2024-06-22 23:00:00,64215.88,64306.17,64287.54,64235.01,61.62537432
198,2024-06-23 00:00:00,64235.0,64488.0,64235.0,64450.91,99.7700875
199,2024-06-23 01:00:00,64302.42,64499.95,64450.91,64443.28,88.05093933
200,2024-06-23 02:00:00,64333.9,64487.5,64443.97,64484.25,66.47109944
201,2024-06-23 03:00:00,64379.27,64497.92,64486.43,64388.12,41.56440675
202,2024-06-23 04:00:00,64336.15,64404.59,64388.12,64349.97,46.46464787
203,2024-06-23 05:00:00,64312.07,64399.3,64353.67,64351.74,19.51264698
204,2024-06-23 06:00:00,64338.56,64391.66,64351.4,64350.09,16.1516955
205,2024-06-23 07:00:00,64337.88,64406.58,64348.36,64381.96,21.12477222
206,2024-06-23 08:00:00,64334.41,64405.42,64384.44,64356.44,21.38655659
207,2024-06-23 09:00:00,64351.17,64398.66,64356.44,64368.3,23.16876775
208,2024-06-23 10:00:00,64249.52,64375.58,64371.08,64268.16,49.94561299
209,2024-06-23 11:00:00,64209.37,64315.59,64268.16,64304.99,35.48422384
210,2024-06-23 12:00:00,64270.98,64345.69,64307.12,64345.56,35.34724702
211,2024-06-23 13:00:00,64211.38,64392.93,64345.56,64266.87,45.77427607
212,2024-06-23 14:00:00,64114.89,64278.94,64266.86,64167.72,82.62197684
213,2024-06-23 15:00:00,64018.36,64167.73,64167.73,64057.76,191.62171052
214,2024-06-23 16:00:00,63885.01,64140.92,64056.32,63890.38,90.28862239
215,2024-06-23 17:00:00,63888.0,64137.68,63890.37,64071.8,92.2396825
216,2024-06-23 18:00:00,64022.06,64113.16,64069.04,64081.73,64.86410377
217,2024-06-23 19:00:00,64051.81,64145.98,64081.73,64115.51,50.72071414
218,2024-06-23 20:00:00,63584.45,64120.0,64115.51,63701.71,192.37232195
219,2024-06-23 21:00:00,63495.99,63818.46,63707.3,63798.71,178.21943439
220,2024-06-23 22:00:00,63590.0,63796.21,63796.21,63619.97,185.06250773
221,2024-06-23 23:00:00,63125.75,63668.66,63625.34,63171.43,316.56286956
222,2024-06-24 00:00:00,62868.88,63284.6,63169.36,63027.85,580.83641036
223,2024-06-24 01:00:00,62880.0,63307.34,63028.15,63276.45,449.71410855
224,2024-06-24 02:00:00,62646.02,63343.91,63276.58,62845.37,492.53869746
225,2024-06-24 03:00:00,62721.94,63030.16,62844.19,62820.07,297.46972205
226,2024-06-24 04:00:00,62601.0,62906.72,62820.06,62789.2,341.94767547
227,2024-06-24 05:00:00,62230.0,62839.2,62789.2,62267.22,743.91739847
228,2024-06-24 06:00:00,62109.0,62378.76,62270.11,62355.97,612.88854805
229,2024-06-24 07:00:00,62130.36,62554.99,62355.97,62422.83,498.39552292
230,2024-06-24 08:00:00,62296.01,62935.92,62422.84,62685.21,792.12937108
231,2024-06-24 09:00:00,60544.36,62823.05,62691.08,61366.07,1687.91485451
232,2024-06-24 10:00:00,61084.68,61547.44,61364.8,61131.7,543.83551809
233,2024-06-24 11:00:00,60796.33,61353.45,61132.95,61250.01,545.26615795
234,2024-06-24 12:00:00,61072.82,61476.86,61250.0,61180.73,536.20634625
235,2024-06-24 13:00:00,60890.87,61614.0,61179.25,61543.03,904.02184675
236,2024-06-24 14:00:00,61050.0,61674.43,61542.22,61274.09,725.17150938
237,2024-06-24 15:00:00,60642.8,61338.73,61275.34,60816.05,719.17401806
238,2024-06-24 16:00:00,59895.19,61011.39,60816.06,60116.5,1794.28811747
239,2024-06-24 17:00:00,59780.02,60476.98,60115.21,60200.92,2225.82369898
240,2024-06-24 18:00:00,59668.41,60448.37,60200.92,60369.3,1004.94248534
241,2024-06-24 19:00:00,59010.42,60440.33,60365.85,59270.63,2205.67606979
242,2024-06-24 20:00:00,58414.28,59629.0,59263.0,59468.77,2037.33478863
243,2024-06-24 21:00:00,59364.15,60085.25,59468.2,60075.58,781.88547213
244,2024-06-24 22:00:00,59936.52,60247.99,60082.35,60016.24,451.39954429
245,2024-06-24 23:00:00,59959.18,60400.0,60016.02,60263.0,445.26806444
246,2024-06-25 00:00:00,60217.36,60628.92,60262.16,60377.9,470.97238408
247,2024-06-25 01:00:00,60242.64,60481.1,60377.9,60464.31,266.67647707
248,2024-06-25 02:00:00,60376.05,60712.1,60469.77,60652.19,403.40377875
249,2024-06-25 03:00:00,60601.4,61589.48,60652.18,61286.42,842.89740913
250,2024-06-25 04:00:00,61145.94,61400.0,61285.05,61346.21,314.93440482
251,2024-06-25 05:00:00,60899.1,61389.99,61350.68,60991.34,227.66136199
252,2024-06-25 06:00:00,60924.24,61158.23,60987.45,61113.8,381.40030414
253,2024-06-25 07:00:00,60580.0,61224.01,61114.16,60644.94,447.63819283
254,2024-06-25 08:00:00,60624.52,60874.43,60644.95,60827.25,432.05598637
255,2024-06-25 09:00:00,60795.03,61536.8,60831.11,61427.78,735.8100999
256,2024-06-25 10:00:00,61129.78,61429.84,61423.54,61275.97,419.14576444
257,2024-06-25 11:00:00,61071.58,61449.62,61275.96,61141.33,423.22779334
258,2024-06-25 12:00:00,60926.66,61244.69,61141.33,61013.43,345.86844775
259,2024-06-25 13:00:00,60968.2,61400.18,61011.91,61169.76,803.94367522
260,2024-06-25 14:00:00,61118.28,62130.84,61169.77,61736.47,1929.21498757
261,2024-06-25 15:00:00,61309.41,61947.12,61736.47,61797.5,1295.94179356
262,2024-06-25 16:00:00,61336.74,61926.78,61797.5,61369.59,1148.8878007
263,2024-06-25 17:00:00,61306.39,61772.19,61356.59,61374.3,565.88757338
264,2024-06-25 18:00:00,61120.0,62235.01,61370.64,62135.19,1092.04573895
265,2024-06-25 19:00:00,61777.89,62400.0,62139.22,61960.58,1464.89343698
266,2024-06-25 20:00:00,61861.63,62086.94,61953.44,61911.07,353.33142244
267,2024-06-25 21:00:00,61795.66,62020.67,61911.06,61905.78,187.13928596
268,2024-06-25 22:00:00,61857.22,62156.9,61905.78,61905.8,290.77960983
269,2024-06-25 23:00:00,61641.16,61944.73,61904.05,61789.71,357.8247481
270,2024-06-26 00:00:00,61627.52,61841.33,61794.47,61755.15,126.17310808
271,2024-06-26 01:00:00,61712.0,62186.99,61756.85,62072.42,316.4008937
272,2024-06-26 02:00:00,61987.59,62470.0,62080.6,62007.0,431.25839195
273,2024-06-26 03:00:00,61836.74,62063.68,62007.0,61919.44,330.2238507
274,2024-06-26 04:00:00,61688.55,61976.33,61919.44,61695.24,303.03803952
275,2024-06-26 05:00:00,61546.82,61789.39,61695.24,61551.07,240.97880501
276,2024-06-26 06:00:00,61505.02,61669.14,61551.06,61568.6,250.7035118
277,2024-06-26 07:00:00,61518.79,61790.0,61568.02,61712.06,219.57977237
278,2024-06-26 08:00:00,61360.0,61755.69,61709.48,61461.67,304.86363318
279,2024-06-26 09:00:00,61287.64,61509.33,61463.39,61359.76,230.76882328
280,2024-06-26 10:00:00,61139.91,61401.16,61359.76,61247.06,257.76709248
281,2024-06-26 11:00:00,61247.06,61556.21,61247.06,61426.64,352.97438082
282,2024-06-26 12:00:00,61311.0,61569.64,61426.65,61402.88,293.92125531
283,2024-06-26 13:00:00,61354.67,61824.71,61404.09,61744.96,549.24022715
284,2024-06-26 14:00:00,61538.32,61979.26,61744.94,61714.26,534.68322232
285,2024-06-26 15:00:00,61148.2,61757.12,61713.54,61463.07,557.32845016
286,2024-06-26 16:00:00,61144.56,61538.55,61457.54,61248.72,438.84848703
287,2024-06-26 17:00:00,60808.04,61350.28,61248.71,61205.22,1132.12287918
288,2024-06-26 18:00:00,60857.39,61214.88,61212.01,60878.15,566.09752255
289,2024-06-26 19:00:00,60666.66,61089.8,60873.74,60931.9,1899.59182387
290,2024-06-26 20:00:00,60656.8,61100.23,60940.65,60959.43,856.73887502
291,2024-06-26 21:00:00,60883.32,61042.96,60959.43,61003.79,345.64897503
292,2024-06-26 22:00:00,60737.36,61003.78,61003.78,60876.51,502.8661908
293,2024-06-26 23:00:00,60735.9,60928.01,60876.5,60816.68,350.98013886
294,2024-06-27 00:00:00,60720.05,61000.0,60818.86,60931.79,300.33686899
295,2024-06-27 01:00:00,60835.52,61103.48,60931.79,61010.87,371.43628438
296,2024-06-27 02:00:00,60793.81,61059.01,61010.87,60984.73,216.26299131
297,2024-06-27 03:00:00,60892.13,61244.0,60984.73,60993.15,273.88677496
298,2024-06-27 04:00:00,60957.46,61142.84,60993.16,61046.68,223.43907703
299,2024-06-27 05:00:00,60742.01,61099.23,61046.68,60748.1,250.74807669
300,2024-06-27 06:00:00,60546.94,60798.03,60748.1,60676.56,299.11727402
301,2024-06-27 07:00:00,60639.82,60852.83,60676.56,60725.52,256.32848178
302,2024-06-27 08:00:00,60658.5,60801.94,60725.52,60801.94,261.55483317
303,2024-06-27 09:00:00,60748.53,61287.97,60801.94,61224.72,397.24710225
304,2024-06-27 10:00:00,61045.48,61390.1,61224.72,61049.43,537.91443252
305,2024-06-27 11:00:00,61027.03,61245.44,61049.43,61115.14,267.06803274
306,2024-06-27 12:00:00,61077.64,61565.45,61115.14,61277.35,769.82384459
307,2024-06-27 13:00:00,61240.01,61949.0,61277.36,61944.08,1358.24421466
308,2024-06-27 14:00:00,61636.0,62346.16,61942.9,61679.8,1294.09230575
309,2024-06-27 15:00:00,61460.71,61793.01,61681.93,61514.92,499.84771828
310,2024-06-27 16:00:00,61457.42,61758.22,61514.92,61647.19,385.97932833
311,2024-06-27 17:00:00,61612.37,61968.5,61647.2,61772.54,378.79034575
312,2024-06-27 18:00:00,61668.86,61864.39,61772.54,61807.46,314.41778562
313,2024-06-27 19:00:00,61306.74,61821.28,61807.45,61362.12,1001.16416744
314,2024-06-27 20:00:00,61265.95,61508.39,61357.37,61409.37,355.67788082
315,2024-06-27 21:00:00,61381.3,61503.38,61408.21,61452.25,158.43985728
316,2024-06-27 22:00:00,61430.02,61595.58,61453.69,61558.51,202.94409989
317,2024-06-27 23:00:00,61519.82,61629.9,61560.33,61615.39,155.59721023
318,2024-06-28 00:00:00,61410.95,61652.22,61611.43,61491.16,196.2893998
319,2024-06-28 01:00:00,61428.97,62170.62,61491.15,62020.99,854.94679424
320,2024-06-28 02:00:00,61515.88,62078.33,62022.41,61666.46,240.03232152
321,2024-06-28 03:00:00,61575.24,61855.48,61666.45,61767.55,234.50079623
322,2024-06-28 04:00:00,61440.78,61779.29,61767.69,61671.6,183.96728264
323,2024-06-28 05:00:00,61399.0,61671.61,61671.61,61520.81,206.57859364
324,2024-06-28 06:00:00,61435.87,61597.42,61520.8,61559.24,126.20929588
325,2024-06-28 07:00:00,61156.7,61557.84,61557.84,61262.94,291.90505413
326,2024-06-28 08:00:00,61131.42,61400.81,61262.94,61400.08,227.61846153
327,2024-06-28 09:00:00,61292.62,61517.95,61400.61,61472.68,196.76895638
328,2024-06-28 10:00:00,61356.09,61517.94,61472.67,61455.03,176.05390116
329,2024-06-28 11:00:00,61388.0,61711.16,61455.03,61613.0,189.4066693
330,2024-06-28 12:00:00,61244.1,61802.13,61612.2,61309.65,702.6203591
331,2024-06-28 13:00:00,61145.43,61755.12,61310.81,61220.44,477.48067311
332,2024-06-28 14:00:00,60671.11,61423.99,61220.41,60826.31,1147.57225722
333,2024-06-28 15:00:00,60642.27,61074.47,60825.08,60953.33,771.23850871
334,2024-06-28 16:00:00,60525.53,61010.65,60953.29,60812.84,762.87565072
335,2024-06-28 17:00:00,60593.19,60957.41,60812.83,60713.98,448.24701951
336,2024-06-28 18:00:00,60554.2,60773.73,60713.97,60726.4,444.71708717
337,2024-06-28 19:00:00,59899.01,60747.55,60728.66,59952.11,2368.53895211
338,2024-06-28 20:00:00,59868.0,60231.98,59960.34,60117.86,641.33786834
339,2024-06-28 21:00:00,60012.36,60284.13,60118.76,60234.22,178.72644488
